ID,Category,Latitude,Longitude
9040,B,39.26976088,-89.79041012
9041,B,42.54303091,-82.91578279
9042,D,43.23866387,-82.25017893
9043,A,43.22853992,-75.49222308
9044,A,43.26567518,-76.04255572
9045,D,42.81496631,-86.71328769
9046,D,43.29676012,-82.33313288
9047,D,43.91788388,-76.24198422
9048,B,37.99228227,-97.00865673
9049,B,39.07596416,-89.79728584
9050,B,44.40160937,-75.44836863
9051,D,43.88984125,-74.44189165
9052,C,42.49430551,-86.99461969
9053,D,42.86282107,-86.65281973
9054,C,42.64150361,-86.86849739
9055,A,42.49031399,-83.13262421
9056,D,42.79751648,-86.71592432
9057,B,42.77250862,-82.92573538
9058,C,43.00845955,-82.60996045
9059,B,42.19055183,-87.32566017
9060,A,34.17337343,-118.0720336
9061,D,42.81257603,-86.69752997
9062,B,43.10244962,-76.61449938
9063,B,34.40355835,-117.9157296
9064,C,42.59914933,-86.91162167
9065,B,42.20034407,-87.28596293
9066,B,34.28105677,-117.9951841
9067,B,34.38453413,-118.1295339
9068,A,34.12821292,-118.1887541
9069,D,34.69251333,-117.5260917
9070,D,42.28757817,-89.72748703
9071,C,42.69104338,-86.83352162
9072,D,41.77728447,-88.62965093
9073,C,42.51037334,-86.98441366
9074,C,41.25501851,-88.19933029
9075,B,34.41909497,-117.858113
9076,D,42.76635374,-86.76640916
9077,C,42.67272534,-86.89358606
9078,B,40.85318601,-88.62512279
9079,B,41.95015054,-90.07156246
9080,C,41.94146286,-89.22057094
9081,C,41.45897874,-88.85375426
9082,B,41.85096933,-90.20047747
9083,C,41.27296342,-89.03364728
9084,B,40.78987454,-90.33741146
9085,C,41.42651304,-88.91627016
9086,B,41.1561815,-88.9683536
9087,D,34.66976642,-117.4564216
9088,D,41.8373903,-89.4650931
9089,C,42.44013588,-103.1005901
9090,C,41.31650351,-88.20868949
9091,C,42.25949828,-89.80334072
9092,B,34.32901969,-117.8616713
9093,D,41.39540166,-88.78103514
9094,B,41.84556846,-89.74897654
9095,C,45.45588002,-106.2664088
9096,B,42.02996416,-108.7956248
9097,B,41.85482253,-90.12930947
9098,C,41.5429272,-88.8055529
9099,C,43.62832435,-107.785251
9100,C,41.69291159,-104.2725874
9101,C,26.38594719,-79.57297381
9102,A,25.8879855,-80.1076751
9103,A,25.17791792,-80.35638368
9104,A,24.60093308,-81.73870252
9105,D,26.88160938,-79.35298462
9106,C,26.54158133,-79.57876867
9107,B,25.80761235,-80.10414665
9108,C,26.36970529,-79.61722271
9109,A,25.86481392,-80.17040321
9110,C,26.2936105,-79.6945005
9111,A,24.83728714,-81.52004176
9112,D,26.38461214,-79.52787246
9113,A,25.81772996,-80.24467104
9114,D,25.547591,-80.2198662
9115,C,38.98162206,-81.39194594
9116,A,39.35572397,-78.74482603
9117,A,25.98034713,-80.10126187
9118,D,40.2012512,-80.0529758
9119,C,39.86846851,-77.30279849
9120,C,38.1389107,-80.3264591
9121,A,39.11761511,-79.66145389
9122,C,39.08423531,-80.06153169
9123,C,40.25072106,-104.7450929
9124,A,39.35340952,-79.99649648
9125,C,40.47642268,-104.3237123
9126,D,40.55504097,-104.0919009
9127,C,40.22070458,-104.3903214
9128,C,40.32961057,-104.3801585
9129,C,38.33059954,-80.55312116
9130,A,40.05178406,-105.0716809
9131,B,40.10956617,-104.5964538
9132,C,40.33450582,-103.9674352
9133,A,40.46034014,-104.8607201
9134,A,40.24116792,-104.8924681
9135,C,40.28664237,-104.2198066
9136,A,40.36353401,-104.90015
9137,A,40.06322932,-105.2081227
9138,A,39.84649073,-104.5803773
9139,D,40.49310688,-103.9799851
9140,C,40.39826721,-104.3410138
9141,A,40.11568915,-104.9590263
9142,B,40.53683431,-104.5658364
9143,A,40.27664911,-104.9771249
9144,A,39.72798928,-105.0262407
9145,D,40.59822068,-104.0504683
9146,C,40.54896553,-104.3102585
9147,C,40.42271158,-104.3632476
9148,A,39.87874049,-105.0624955
9149,A,39.9586712,-104.9756384
9150,D,40.6963776,-103.9054624
9151,A,39.74691957,-104.9083924
9152,A,39.71458572,-105.0782093
9153,B,40.06675715,-104.835871
9154,C,39.42758006,-76.13891494
9155,C,40.36122312,-77.01678988
9156,C,40.3436134,-78.4531522
9157,A,38.72706589,-76.77925791
9158,C,39.64464,-76.3292169
9159,D,40.50466109,-78.05011121
9160,B,29.99847826,-94.82431074
9161,C,40.42524777,-76.80645523
9162,B,38.97465122,-76.57132978
9163,C,30.24535431,-94.94995729
9164,A,29.77047478,-95.00718362
9165,C,30.59176993,-94.92448007
9166,C,39.93345268,-76.28902339
9167,D,30.6414806,-94.1507864
9168,D,30.40493862,-94.81187638
9169,C,30.34594862,-94.99433748
9170,A,30.05677825,-95.43123875
9171,B,29.84856901,-94.80173599
9172,A,30.03490368,-95.50248742
9173,D,30.69826341,-94.90653159
9174,D,30.73566462,-94.76030838
9175,C,30.49624374,-95.03913326
9176,B,30.42658244,-94.96116756
9177,D,31.33116073,-94.10089127
9178,C,30.46102855,-95.06462645
9179,D,30.53979123,-94.71858777
9180,A,29.9698171,-95.4092201
9181,B,30.10400294,-95.28518806
9182,C,30.38222961,-95.00019239
9183,C,30.05517222,-94.50235048
9184,B,30.08124535,-95.10164465
9185,D,30.41995662,-94.36944038
9186,D,30.46890719,-94.59222581
9187,A,29.69177168,-95.47217132
9188,C,30.74318731,-94.85274669
9189,A,29.89212174,-95.61664326
9190,B,30.21538077,-95.26137623
9191,B,30.00364168,-94.68232032
9192,A,30.20557829,-95.25867671
9193,B,30.10109943,-95.23379557
9194,B,30.48511422,-94.78673271
9195,A,29.94950684,-94.74472116
9196,D,30.90539496,-94.52868304
9197,C,30.18216495,-94.48942805
9198,C,30.7404731,-94.74807326
9199,A,30.05764122,-95.40221378
9200,C,30.09356734,-94.81573106
9201,B,30.13647888,-94.58660412
9202,B,30.32828576,-95.08010644
9203,C,30.21833289,-94.48006961
9204,C,30.74605349,-94.88199651
9205,D,30.67664348,-94.81431522
9206,C,30.64915639,-94.89439361
9207,A,29.67006587,-94.93488113
9208,B,30.38444857,-95.17749202
9209,A,29.59737596,-95.75366204
9210,A,30.10359242,-95.44481058
9211,C,30.44895764,-94.30231536
9212,D,30.6982741,-94.8321359
9213,C,30.70549524,-94.88228476
9214,D,30.92070057,-94.31746743
9215,D,30.91935931,-94.41732119
9216,D,30.92793595,-94.64745605
9217,D,30.91289136,-94.36732164
9218,A,30.46357518,-95.32567782
9219,D,30.87056226,-94.08775874
9220,C,30.21260937,-95.13693763
9221,D,30.34310493,-94.26803807
9222,C,30.75969375,-94.86098525
9223,C,30.53806683,-95.08576917
9224,D,30.5743569,-94.8696014
9225,A,30.05179494,-95.62417306
9226,D,30.86574802,-94.50789648
9227,D,30.45981234,-94.81143166
9228,A,29.86119646,-95.26046254
9229,A,30.33618952,-95.18054128
9230,C,30.76346721,-94.78276079
9231,B,30.29066052,-95.35903548
9232,B,36.98504013,-81.80276177
9233,C,37.4218249,-86.8965571
9234,B,30.43231555,-95.05443845
9235,B,37.15357643,-81.54771197
9236,B,37.4072816,-80.6254773
9237,B,30.6165211,-94.9441972
9238,B,37.71068377,-85.04066023
9239,B,37.51704014,-85.56861576
9240,C,37.24171103,-79.32835597
9241,B,38.15204821,-87.27495679
9242,A,29.73622468,-94.99987532
9243,B,38.09793166,-85.45105734
9244,A,36.89984996,-86.83575814
9245,A,36.99774317,-81.34736483
9246,D,38.37376614,-84.45302186
9247,B,37.5046276,-88.1111194
9248,D,38.51679834,-87.08358726
9249,B,37.47015755,-85.13277845
9250,C,37.2514062,-88.1180652
9251,C,43.05873204,-84.46250696
9252,D,42.81493993,-85.25071177
9253,A,37.25738743,-86.17388967
9254,A,42.34903765,-85.75194235
9255,C,43.12645303,-85.53472697
9256,A,41.89329511,-85.32349759
9257,D,43.11535708,-84.38365592
9258,C,38.57556065,-85.19088785
9259,C,42.82330454,-84.99636176
9260,D,42.91445169,-85.64161661
9261,D,42.96221167,-85.54725903
9262,D,43.81975593,-87.30597507
9263,D,43.80446691,-87.28018409
9264,C,43.64181632,-87.55530718
9265,C,43.22160133,-87.73586367
9266,A,42.71391809,-87.73883641
9267,B,43.39087227,-87.81860573
9268,B,43.43955912,-87.87310148
9269,B,42.64837822,-85.22103178
9270,B,42.99234677,-87.52425917
9271,B,43.49925815,-87.72385685
9272,C,42.61436817,-84.97554183
9273,B,43.56624244,-87.87847976
9274,D,43.1262341,-84.7594073
9275,D,43.42096122,-87.26368978
9276,B,43.47952623,-87.66300977
9277,C,44.0052168,-87.1406215
9278,D,43.39701752,-87.61050248
9279,A,43.41919663,-87.80004787
9280,C,44.06480138,-87.20279562
9281,A,43.02276267,-88.18668733
9282,D,43.55331996,-86.85953484
9283,D,43.95040576,-87.47397824
9284,A,42.84205823,-88.41121477
9285,D,43.96017862,-87.34580528
9286,B,43.37639482,-87.87158518
9287,C,43.30290985,-87.92913645
9288,B,43.31003764,-87.88634146
9289,B,43.05213165,-87.39212005
9290,A,35.00653606,-86.48830564
9291,C,41.52704767,-85.10211233
9292,C,33.5040432,-85.0952198
9293,A,43.53573894,-87.77106896
9294,B,34.95558423,-86.24131077
9295,A,34.3317658,-86.1477673
9296,A,41.67962184,-84.97958656
9297,C,35.50444623,-86.96739757
9298,D,35.28809877,-86.09820063
9299,D,41.9535862,-84.3967708
9300,B,41.78518163,-84.93340837
9301,B,34.87613775,-86.70872825
9302,C,34.87557365,-86.11701735
9303,A,34.02816806,-85.97377894
9304,C,41.66877345,-84.99113705
9305,A,34.56138379,-85.63196311
9306,C,34.43324833,-85.1404756
9307,A,33.64160721,-85.77272479
9308,C,35.39312429,-85.96762971
9309,C,35.22977294,-86.34109016
9310,D,35.61802855,-85.67929545
9311,A,34.99645331,-87.46441969
9312,C,35.25398259,-87.15741241
9313,A,34.94858684,-86.43952416
9314,A,33.46412606,-86.06504594
9315,D,34.11613521,-85.30431779
9316,D,34.57344076,-84.90786324
9317,C,35.4844164,-85.8362436
9318,A,34.94659721,-86.80931279
9319,C,31.64514946,-96.89799644
9320,A,31.68934738,-97.45436752
9321,B,31.54288399,-97.23849581
9322,A,31.33140574,-97.68769036
9323,D,32.35719329,-96.36225671
9324,B,31.52287285,-96.91454915
9325,A,47.61226624,-121.9112228
9326,D,48.05363146,-121.3665163
9327,B,47.59709953,-122.0597986
9328,D,48.09705899,-121.581241
9329,A,47.41908367,-122.2260428
9330,A,35.89817643,-77.03660907
9331,C,47.61233144,-121.7777322
9332,A,47.39724613,-122.4005273
9333,A,31.0980881,-97.6376425
9334,B,47.4538032,-122.0537955
9335,C,47.73709579,-122.0136589
9336,A,47.32598231,-122.1799308
9337,A,31.51228436,-97.20699674
9338,C,47.84828931,-121.9253627
9339,B,35.95132667,-77.00793223
9340,A,47.28823819,-122.4381382
9341,C,47.95120842,-121.5893472
9342,C,48.00678255,-121.4398557
9343,A,36.50595258,-78.22809135
9344,C,36.57724566,-75.08196714
9345,D,35.72105029,-75.73569241
9346,B,35.18470919,-76.57315591
9347,C,36.70216888,-77.08619422
9348,C,31.31066575,-87.55707325
9349,A,47.37911576,-122.0742765
9350,C,31.34468763,-87.52132057
9351,A,31.79545107,-87.02551693
9352,B,36.81170899,-77.27046465
9353,D,31.5208324,-87.23946655
9354,B,30.72007153,-87.36374747
9355,A,42.79862367,-82.87476433
9356,D,31.62256806,-87.14196194
9357,C,43.58446288,-82.44919762
9358,A,36.33422098,-76.20531802
9359,C,32.07765716,-87.34722701
9360,B,31.04513228,-87.77261742
9361,A,42.78887329,-83.36697641
9362,C,35.47793477,-76.05567583
9363,D,31.47865476,-86.93112324
9364,B,31.38942797,-87.10938003
9365,A,30.74313452,-88.07540528
9366,C,31.50873011,-87.38707289
9367,A,42.68628764,-82.99735936
9368,B,31.45969222,-86.74776378
9369,B,42.90388639,-82.73769361
9370,A,30.73928361,-87.78980439
9371,B,31.03604185,-87.48930915
9372,D,31.51212066,-87.06507134
9373,C,43.25480646,-82.63703394
9374,C,43.04754164,-82.77847036
9375,C,43.36567025,-82.70943975
9376,B,42.75054207,-83.34389023
9377,B,43.10033468,-82.93637772
9378,D,43.42710005,-82.38744295
9379,A,42.66791464,-83.09604636
9380,D,43.4615246,-82.4784215
9381,C,29.71602235,-81.66025965
9382,B,26.82019704,-81.36060096
9383,C,27.38868629,-81.09396271
9384,A,26.74623562,-81.82207518
9385,C,26.90402941,-81.10929559
9386,A,26.5236765,-81.6124795
9387,C,27.2045308,-81.2557061
9388,D,27.45630312,-80.95806188
9389,A,26.66983953,-81.81203517
9390,A,26.91983432,-81.67407668
9391,D,27.03853764,-80.83118836
9392,C,27.19851583,-81.19116117
9393,D,27.62006833,-80.92924767
9394,A,26.85503277,-81.72572923
9395,B,26.32276663,-81.35451337
9396,A,26.0017463,-81.6320627
9397,B,26.72021917,-81.33113083
9398,C,26.69309188,-81.06991892
9399,D,27.56325487,-81.00066213
9400,D,27.3979038,-81.0605162
9401,A,26.76762965,-81.66017435
9402,C,26.83254235,-81.13059535
9403,C,26.74819109,-81.19484891
9404,D,44.26760269,-85.46552491
9405,C,44.62419651,-85.74734349
9406,B,26.98344037,-81.64183963
9407,C,43.83615474,-85.62210036
9408,B,45.18912633,-85.13780367
9409,C,45.44763006,-84.82701554
9410,C,46.32527733,-83.78330247
9411,D,46.18051566,-84.38321434
9412,C,32.67369102,-83.62051898
9413,C,31.83937636,-84.06720494
9414,A,31.64002806,-84.17245594
9415,B,31.45160235,-83.11511815
9416,C,46.17906912,-84.12109458
9417,C,32.34731816,-83.31900764
9418,A,31.15165388,-83.93219612
9419,C,31.8520507,-83.57846643
9420,A,31.12714571,-84.33038429
9421,C,45.87280606,-84.46852524
9422,D,31.21562737,-88.20831463
9423,A,31.14206212,-84.78169788
9424,C,32.08072958,-83.67550042
9425,A,30.43766595,-88.48175405
9426,C,31.13232862,-90.42819368
9427,B,30.76992827,-88.57982173
9428,C,31.5635857,-82.592636
9429,B,30.80022061,-90.70758839
9430,B,30.79487669,-88.75257461
9431,B,30.75164895,-88.29230665
9432,B,31.22822364,-83.57896792
9433,D,32.41718195,-82.54878805
9434,B,30.83601025,-88.54192475
9435,C,31.1425686,-90.3972654
9436,B,30.7899382,-88.7135808
9437,B,30.78522799,-90.63996381
9438,B,30.68742932,-88.99750868
9439,D,31.34006357,-90.23449613
9440,A,30.51152353,-90.93224337
9441,A,30.65263416,-90.81132024
9442,A,30.64661065,-90.71995435
9443,C,31.35602806,-90.17389824
9444,A,30.39359309,-90.68513851
9445,D,31.47845026,-89.95987754
9446,C,31.15597605,-90.49583705
9447,A,30.61656089,-90.82937541
9448,D,31.30406735,-90.32736165
9449,C,30.90981054,-90.22175846
9450,B,30.6887977,-90.554253
9451,A,30.50661145,-90.84103725
9452,C,42.17276927,-86.78966073
9453,A,30.46511358,-91.13167942
9454,D,42.16446517,-86.35770883
9455,B,42.07733015,-86.49844385
9456,B,30.88087386,-90.58069244
9457,C,42.18000409,-86.62855658
9458,C,31.03868616,-90.47969134
9459,A,30.53504625,-91.00735641
9460,C,42.28873187,-86.73868493
9461,B,30.92002647,-90.59068653
9462,C,41.9697533,-86.4336576
9463,D,43.10432504,-87.48278646
9464,D,42.64618896,-86.52990384
9465,B,41.89157696,-86.92419484
9466,B,42.05399095,-86.60442905
9467,C,42.18864631,-86.90236969
9468,D,42.58964908,-85.74529492
9469,C,42.13385993,-86.59888007
9470,C,42.19657149,-86.32738351
9471,C,42.00635952,-86.74910238
9472,A,47.57925795,-92.49366635
9473,A,41.72734553,-87.35653447
9474,C,42.15183875,-86.69639105
9475,C,40.52125471,-88.92449729
9476,A,46.94058217,-92.01857183
9477,D,48.34954232,-94.02637268
9478,A,47.47903007,-92.85305493
9479,A,40.0261584,-89.3790656
9480,C,40.7818821,-88.3305509
9481,B,40.37376244,-88.47892586
9482,C,40.63222456,-88.16559009
9483,D,40.66450032,-88.83299468
9484,B,40.49497181,-87.89321829
9485,C,40.18512607,-89.20376793
9486,A,40.33130205,-89.20155835
9487,A,40.00783964,-89.40287626
9488,C,40.44452093,-89.04070507
9489,B,39.85206113,-87.97793157
9490,B,39.55278115,-88.12508835
9491,D,40.6013459,-88.7741812
9492,A,40.37611304,-88.00315116
9493,A,39.69519526,-87.97543764
9494,C,40.67945064,-87.09468286
9495,D,40.09080542,-88.75488948
9496,A,40.01527302,-89.42049198
9497,A,40.35275957,-87.93480043
9498,D,40.83387913,-90.49002127
9499,C,40.89431233,-74.32420767
9500,B,40.62598906,-74.38907094
9501,C,40.8916604,-74.4258206
9502,C,40.87761842,-74.16167358
9503,D,40.90593652,-74.30423408
9504,C,40.81507967,-74.41530662
9505,D,41.09576257,-73.96146943
9506,C,40.51383794,-74.59365226
9507,A,40.24797073,-75.11888172
9508,C,40.68294186,-74.41615514
9509,B,40.53767844,-74.66781656
9510,A,40.18513904,-74.92393896
9511,B,40.67350189,-74.86933011
9512,A,33.28077041,-96.74611899
9513,A,40.37593772,-74.96874828
9514,D,35.04888036,-117.2865096
9515,A,40.78798815,-73.94517795
9516,D,41.68174592,-73.04471808
9517,B,41.2073108,-73.5397109
9518,A,29.50846569,-98.51339801
9519,C,30.215619,-97.9074875
9520,C,30.16664187,-97.88986603
9521,A,29.5133022,-98.6480917
9522,A,29.52905708,-98.35195892
9523,B,29.95725302,-98.00952928
9524,C,30.0166258,-97.8253897
9525,C,29.92110464,-97.98905736
9526,D,30.38325917,-97.73748153
9527,D,30.55590209,-97.53632851
9528,A,29.63986894,-98.39644976
9529,D,38.80316718,-120.4602238
9530,C,38.31268978,-120.2987483
9531,B,37.97688118,-120.3802522
9532,D,37.95680532,-119.935233
9533,D,38.48521915,-120.0810524
9534,B,38.00654193,-120.6469609
9535,B,38.0942186,-120.5228634
9536,D,38.94922392,-120.4749644
9537,C,38.22902684,-120.5225468
9538,B,38.45495325,-120.8588947
9539,C,38.65811383,-120.6456322
9540,B,44.08649052,-115.9083665
9541,A,43.53415199,-111.9717888
9542,A,43.60023112,-111.8970106
9543,A,43.65384905,-116.2942226
9544,C,44.32578359,-116.0008797
9545,A,43.70949564,-116.1939996
9546,D,44.5779767,-115.2552545
9547,D,44.37857162,-115.3805084
9548,C,44.27868421,-115.4779412
9549,C,44.16925601,-115.6848084
9550,B,44.10038045,-115.8893093
9551,A,43.66283501,-116.3990766
9552,A,43.77770703,-116.169007
9553,C,44.35943996,-69.91145604
9554,C,45.50149706,-68.03086694
9555,D,44.28837581,-111.1591955
9556,D,45.34676381,-68.81572219
9557,A,44.22248927,-70.51907283
9558,B,45.01660117,-67.92314733
9559,A,44.41793258,-69.67099552
9560,A,44.12545612,-69.61236188
9561,B,45.15443538,-68.45118562
9562,A,33.69291426,-86.65228474
9563,A,47.87989934,-122.084491
9564,C,33.99737023,-86.73817857
9565,C,34.06214702,-86.06163218
9566,D,34.36960868,-85.92471032
9567,C,33.83071311,-86.84469759
9568,A,33.64119509,-86.64505291
9569,B,33.78941584,-86.49262758
9570,B,33.74676606,-86.38967994
9571,C,33.58523111,-85.89664889
9572,B,33.96563133,-86.36438767
9573,D,34.51181753,-85.95036337
9574,C,34.19167927,-86.05708273
9575,A,33.33301898,-86.7090127
9576,D,34.18465069,-86.49008011
9577,D,34.44370397,-85.81951554
9578,A,33.76778092,-87.02243818
9579,A,33.91182493,-87.20529107
9580,B,33.6992374,-87.0802246
9581,C,33.8768667,-86.1005203
9582,B,33.81076111,-86.33173852
9583,B,33.61927437,-86.46948863
9584,B,33.9065227,-86.1675825
9585,D,34.43463235,-85.45786265
9586,C,33.89386279,-86.92029601
9587,A,41.49732447,-72.72065153
9588,A,41.27407016,-73.02089184
9589,C,42.0239008,-72.2515942
9590,B,41.44299111,-73.08443689
9591,A,41.47616689,-72.78886211
9592,C,41.75435691,-72.88709429
9593,C,41.73893123,-72.81548277
9594,A,41.37499893,-72.86452928
9595,A,41.61197987,-73.2336716
9596,A,41.58158329,-72.98339871
9597,B,41.49497123,-72.87860177
9598,D,42.04010856,-72.52302744
9599,A,41.50893025,-72.46540675
9600,A,41.62001919,-72.69024681
9601,A,41.16136842,-73.42307748
9602,C,41.85732742,-72.54515158
9603,B,41.6918957,-72.5954993
9604,C,42.1262376,-72.5691753
9605,C,42.21047366,-72.06731634
9606,C,42.04436514,-72.23440486
9607,A,39.04153026,-76.86658074
9608,B,41.45582709,-73.72937591
9609,B,41.22775779,-73.70714951
9610,A,41.03565125,-73.87535775
9611,B,41.27887001,-73.53448494
9612,D,41.79252593,-73.14284987
9613,C,41.67961813,-73.22042287
9614,C,41.5091792,-73.4149467
9615,A,41.12130573,-73.92190037
9616,C,41.56421973,-73.37703957
9617,C,41.58168877,-73.61794923
9618,C,41.59583104,-73.44692946
9619,A,41.04301597,-73.95991983
9620,D,41.87299205,-73.13009185
9621,A,40.94410831,-73.95912569
9622,A,40.90099051,-73.89339209
9623,B,41.36693129,-73.72745971
9624,C,41.56928233,-73.30928167
9625,B,41.36958675,-73.54973227
9626,B,41.14197248,-73.64202542
9627,B,41.29224618,-73.53310782
9628,A,39.16582224,-76.78081066
9629,D,45.30114163,-68.78629637
9630,A,33.38421911,-96.68191359
9631,C,42.29379515,-71.30151285
9632,A,40.73525526,-111.7553747
9633,A,37.57213339,-75.78303261
9634,D,29.20891884,-81.81781116
9635,C,34.05799552,-81.51577538
9636,C,39.44351235,-76.70514955
9637,A,26.89328626,-80.03834614
9638,D,40.00546335,-83.64909065
9639,D,35.46087484,-92.11715676
9640,B,34.99562856,-92.55617244
9641,C,41.23327699,-110.681597
9642,D,41.09165449,-74.39643329
9643,D,33.84618426,-95.86816774
9644,A,31.84268447,-106.0269645
9645,A,41.99503448,-73.57980552
9646,A,38.15565837,-76.37424963
9647,D,34.86054212,-83.08546688
9648,A,33.93856632,-84.03353668
9649,A,34.11113163,-84.33851637
9650,C,34.56754895,-83.99262105
9651,A,39.63365207,-74.40948353
9652,D,38.97388964,-83.97072956
9653,D,34.0216621,-95.863477
9654,A,39.49553513,-76.33525087
9655,D,36.34397372,-96.70884228
9656,C,34.40235686,-83.61734314
9657,A,29.92335713,-95.35868327
9658,C,45.24950213,-72.49677287
9659,D,45.28172191,-72.40956109
9660,B,42.82188159,-74.70103041
9661,D,37.75117389,-118.8437796
9662,B,37.26173681,-119.3009522
9663,B,37.09378819,-119.540344
9664,B,45.78230788,-122.4241019
9665,C,36.32920088,-80.14308412
9666,C,33.54216619,-96.01956981
9667,A,27.55069364,-82.34764236
9668,A,38.19615846,-87.17000164
9669,A,34.03911931,-83.86173269
9670,C,34.79581347,-83.22701553
9671,D,46.30633764,-121.9342324
9672,A,36.15319412,-79.78271988
9673,C,39.26540037,-89.70102763
9674,A,30.28496253,-95.42821647
9675,A,42.68245057,-113.6391935
9676,B,42.34659812,-83.29232188
9677,C,43.53070935,-73.04487475
9678,B,42.0516009,-72.3721161
9679,C,42.13625621,-71.95026379
9680,C,38.98163593,-85.16779767
9681,C,36.11984328,-79.44038872
9682,D,40.43868299,-83.51952741
9683,C,30.884069,-94.787624
9684,B,29.96843239,-95.03060761
9685,A,44.99629314,-93.04271006
9686,B,33.3994654,-96.4645269
9687,D,33.92043569,-95.87857541
9688,C,33.65987994,-96.18559976
9689,D,33.99526823,-95.71177747
9690,A,33.08565985,-96.69396035
9691,B,33.47495059,-96.35803591
9692,D,34.20577992,-95.64074108
9693,D,33.98532521,-95.86586619
9694,C,33.68420308,-96.07666792
9695,D,36.77614292,-77.64091148
9696,B,36.17638133,-78.27574887
9697,C,36.46569695,-78.06454005
9698,A,36.03658424,-78.47372146
9699,D,41.53175274,-73.34485226
9700,A,37.98708059,-84.45960541
9701,D,28.76307231,-81.45059369
9702,A,33.96953159,-83.91707141
9703,C,34.76668158,-83.67597042
9704,B,45.56407551,-92.74272119
9705,C,40.96047768,-86.33405532
9706,C,34.64071833,-83.21038967
9707,C,33.97001099,-84.23381661
9708,D,37.65358603,-75.25754997
9709,D,39.8718836,-76.6145104
9710,C,34.67404645,-83.30617355
9711,B,33.79529402,-83.82439498
9712,A,38.70120462,-77.77208338
9713,C,30.52246045,-95.01111055
9714,C,31.2288018,-83.4714212
9715,B,43.41653928,-89.05444382
9716,A,30.71823459,-88.17060581
9717,C,41.71210182,-73.27209918
9718,B,30.47810164,-81.23065936
9719,C,30.9884988,-80.9048982
9720,A,30.4415461,-81.2956819
9721,D,39.93844723,-76.13728477
9722,C,22.08807827,-157.046476
9723,B,33.87441992,-83.87098808
9724,A,30.44097464,-97.79778036
9725,C,38.03564275,-121.1797612
9726,B,42.84131899,-71.11453431
9727,C,33.99835216,-91.89063174
9728,C,43.63285439,-87.33948161
9729,A,28.01690169,-82.43195531
9730,A,25.72087579,-80.13841521
9731,A,26.86291405,-81.68096495
9732,A,39.29813373,-82.38169177
9733,C,39.4070663,-76.5415067
9734,C,39.52008703,-76.87263997
9735,D,26.7889897,-79.3267313
9736,A,25.74184226,-80.31966574
9737,C,36.1131299,-80.0162631
9738,D,36.3896502,-80.0267498
9739,D,27.59549787,-79.12581613
9740,C,27.25601135,-79.42948465
9741,D,43.81241017,-87.19495083
9742,A,42.97604732,-87.95342068
9743,B,34.28771832,-83.74352668
9744,C,44.78537534,-87.96547146
9745,A,32.9903914,-79.7376196
9746,D,33.77910795,-79.01377465
9747,A,45.33162434,-93.01773236
9748,B,28.62978096,-82.27890204
9749,C,41.60153451,-73.16433829
9750,C,37.00982912,-85.87790988
9751,A,43.15911692,-70.62074208
9752,C,30.59014799,-89.52059261
9753,A,43.14819703,-87.89521197
9754,C,43.6014302,-87.3949744
9755,A,36.19972258,-79.39433262
9756,C,39.91942792,-79.62063108
9757,B,41.62736833,-72.90000267
9758,D,42.5311954,-73.8048124
9759,C,28.3400225,-82.2095215
9760,A,28.05157094,-82.37541806
9761,C,34.52958824,-83.92406876
9762,A,34.21944412,-84.28101088
9763,A,42.43659789,-71.04859611
9764,C,42.79888788,-70.87428812
9765,A,36.60182343,-82.28165237
9766,C,48.12575335,-121.6347955
9767,C,33.65953672,-96.10183288
9768,D,35.87240564,-78.21991336
9769,A,35.34010839,-78.62491161
9770,C,35.75871541,-89.31365559
9771,A,35.12612696,-78.94223804
9772,D,34.72401244,-83.38423756
9773,B,42.19730571,-70.92421229
9774,A,43.30127793,-75.92107117
9775,B,45.17093187,-92.90708113
9776,B,41.04448738,-73.85380749
9777,B,40.66541414,-74.35108846
9778,D,41.14799126,-73.75761974
9779,C,42.67500671,-71.91538069
9780,C,42.82737414,-71.78482876
9781,B,42.24690863,-71.02427437
9782,C,39.55556068,-89.52330084
9783,B,28.29141537,-82.26977263
9784,C,28.58927391,-81.89713909
9785,D,34.7039194,-78.0219531
9786,B,38.51615242,-83.91425938
9787,C,34.16222876,-78.40286024
9788,B,34.05071292,-78.51382878
9789,B,33.91786545,-78.68133225
9790,C,42.99600021,-73.02863609
9791,C,38.47845083,-81.37039607
9792,C,38.5797033,-120.7655163
9793,C,36.51007635,-77.85961265
9794,C,41.17674361,-74.36734739
9795,D,35.58102297,-82.17774503
9796,C,35.74842533,-79.79380187
9797,C,40.58642809,-82.49600191
9798,B,42.76517369,-76.13861791
9799,A,39.32597966,-76.66203934
9800,C,32.24277231,-82.10821769
9801,C,36.61404813,-83.37063977
9802,B,35.783724,-82.0274905
9803,C,34.76519706,-80.44984284
9804,A,34.26352784,-80.67687716
9805,A,34.19438002,-80.80356458
9806,D,43.45118227,-70.16991673
9807,A,42.57407574,-70.93976171
9808,A,40.87606093,-73.80652837
9809,A,34.12735725,-83.98051175
9810,A,42.43125531,-70.85021669
9811,C,43.09571885,-70.37976985
9812,A,42.53241068,-70.71803932
9813,B,36.60545667,-86.32734133
9814,B,33.83328135,-111.5884746
9815,C,36.78021714,-79.10063686
9816,A,36.22974921,-79.67360979
9817,A,36.34918755,-79.56692525
