,ID,Category,Latitude,Longitude,great_circle_distance,Origin: ID,Origin: Category,Origin: Latitude,Origin: Longitude
7563,9442,A,30.64661065,-90.71995435,0.0,9442,A,30.64661065,-90.71995435
7565,9444,A,30.39359309,-90.68513851,0.0,9444,A,30.39359309,-90.68513851
7568,9447,A,30.61656089,-90.82937541,0.0,9447,A,30.61656089,-90.82937541
7571,9451,A,30.50661145,-90.84103725,0.0,9451,A,30.50661145,-90.84103725
7573,9453,A,30.46511358,-91.13167942,0.0,9453,A,30.46511358,-91.13167942
7577,9459,A,30.53504625,-91.00735641,0.0,9459,A,30.53504625,-91.00735641
7587,9472,A,47.57925795,-92.49366635,0.0,9472,A,47.57925795,-92.49366635
7588,9473,A,41.72734553,-87.35653447,0.0,9473,A,41.72734553,-87.35653447
7591,9476,A,46.94058217,-92.01857183,0.0,9476,A,46.94058217,-92.01857183
7593,9478,A,47.47903007,-92.85305493,0.0,9478,A,47.47903007,-92.85305493
7594,9479,A,40.0261584,-89.3790656,0.0,9479,A,40.0261584,-89.3790656
7599,9486,A,40.33130205,-89.20155835,0.0,9486,A,40.33130205,-89.20155835
7600,9487,A,40.00783964,-89.40287626,0.0,9487,A,40.00783964,-89.40287626
7603,9492,A,40.37611304,-88.00315116,0.0,9492,A,40.37611304,-88.00315116
7604,9493,A,39.69519526,-87.97543764,0.0,9493,A,39.69519526,-87.97543764
7607,9496,A,40.01527302,-89.42049198,0.0,9496,A,40.01527302,-89.42049198
7608,9497,A,40.35275957,-87.93480043,0.0,9497,A,40.35275957,-87.93480043
7617,9507,A,40.24797073,-75.11888172,0.0,9507,A,40.24797073,-75.11888172
7619,9510,A,40.18513904,-74.92393896,0.0,9510,A,40.18513904,-74.92393896
7620,9512,A,33.28077041,-96.74611899,0.0,9512,A,33.28077041,-96.74611899
7621,9513,A,40.37593772,-74.96874828,0.0,9513,A,40.37593772,-74.96874828
7623,9515,A,40.78798815,-73.94517795,0.0,9515,A,40.78798815,-73.94517795
7625,9518,A,29.50846569,-98.51339801,0.0,9518,A,29.50846569,-98.51339801
7628,9521,A,29.5133022,-98.6480917,0.0,9521,A,29.5133022,-98.6480917
7629,9522,A,29.52905708,-98.35195892,0.0,9522,A,29.52905708,-98.35195892
7634,9528,A,29.63986894,-98.39644976,0.0,9528,A,29.63986894,-98.39644976
7642,9541,A,43.53415199,-111.9717888,0.0,9541,A,43.53415199,-111.9717888
7643,9542,A,43.60023112,-111.8970106,0.0,9542,A,43.60023112,-111.8970106
7644,9543,A,43.65384905,-116.2942226,0.0,9543,A,43.65384905,-116.2942226
7646,9545,A,43.70949564,-116.1939996,0.0,9545,A,43.70949564,-116.1939996
7651,9551,A,43.66283501,-116.3990766,0.0,9551,A,43.66283501,-116.3990766
7652,9552,A,43.77770703,-116.169007,0.0,9552,A,43.77770703,-116.169007
7657,9557,A,44.22248927,-70.51907283,0.0,9557,A,44.22248927,-70.51907283
7658,9559,A,44.41793258,-69.67099552,0.0,9559,A,44.41793258,-69.67099552
7659,9560,A,44.12545612,-69.61236188,0.0,9560,A,44.12545612,-69.61236188
7660,9562,A,33.69291426,-86.65228474,0.0,9562,A,33.69291426,-86.65228474
7661,9563,A,47.87989934,-122.084491,0.0,9563,A,47.87989934,-122.084491
7666,9568,A,33.64119509,-86.64505291,0.0,9568,A,33.64119509,-86.64505291
7670,9575,A,33.33301898,-86.7090127,0.0,9575,A,33.33301898,-86.7090127
7673,9578,A,33.76778092,-87.02243818,0.0,9578,A,33.76778092,-87.02243818
7674,9579,A,33.91182493,-87.20529107,0.0,9579,A,33.91182493,-87.20529107
7678,9587,A,41.49732447,-72.72065153,0.0,9587,A,41.49732447,-72.72065153
7679,9588,A,41.27407016,-73.02089184,0.0,9588,A,41.27407016,-73.02089184
7681,9591,A,41.47616689,-72.78886211,0.0,9591,A,41.47616689,-72.78886211
7684,9594,A,41.37499893,-72.86452928,0.0,9594,A,41.37499893,-72.86452928
7685,9595,A,41.61197987,-73.2336716,0.0,9595,A,41.61197987,-73.2336716
7686,9596,A,41.58158329,-72.98339871,0.0,9596,A,41.58158329,-72.98339871
7688,9599,A,41.50893025,-72.46540675,0.0,9599,A,41.50893025,-72.46540675
7689,9600,A,41.62001919,-72.69024681,0.0,9600,A,41.62001919,-72.69024681
7690,9601,A,41.16136842,-73.42307748,0.0,9601,A,41.16136842,-73.42307748
7695,9607,A,39.04153026,-76.86658074,0.0,9607,A,39.04153026,-76.86658074
7696,9610,A,41.03565125,-73.87535775,0.0,9610,A,41.03565125,-73.87535775
7700,9615,A,41.12130573,-73.92190037,0.0,9615,A,41.12130573,-73.92190037
7704,9619,A,41.04301597,-73.95991983,0.0,9619,A,41.04301597,-73.95991983
7706,9621,A,40.94410831,-73.95912569,0.0,9621,A,40.94410831,-73.95912569
7707,9622,A,40.90099051,-73.89339209,0.0,9622,A,40.90099051,-73.89339209
7709,9628,A,39.16582224,-76.78081066,0.0,9628,A,39.16582224,-76.78081066
7711,9630,A,33.38421911,-96.68191359,0.0,9630,A,33.38421911,-96.68191359
7713,9632,A,40.73525526,-111.7553747,0.0,9632,A,40.73525526,-111.7553747
7714,9633,A,37.57213339,-75.78303261,0.0,9633,A,37.57213339,-75.78303261
7718,9637,A,26.89328626,-80.03834614,0.0,9637,A,26.89328626,-80.03834614
7724,9644,A,31.84268447,-106.0269645,0.0,9644,A,31.84268447,-106.0269645
7725,9645,A,41.99503448,-73.57980552,0.0,9645,A,41.99503448,-73.57980552
7726,9646,A,38.15565837,-76.37424963,0.0,9646,A,38.15565837,-76.37424963
7728,9648,A,33.93856632,-84.03353668,0.0,9648,A,33.93856632,-84.03353668
7729,9649,A,34.11113163,-84.33851637,0.0,9649,A,34.11113163,-84.33851637
7731,9651,A,39.63365207,-74.40948353,0.0,9651,A,39.63365207,-74.40948353
7734,9654,A,39.49553513,-76.33525087,0.0,9654,A,39.49553513,-76.33525087
7737,9657,A,29.92335713,-95.35868327,0.0,9657,A,29.92335713,-95.35868327
7743,9667,A,27.55069364,-82.34764236,0.0,9667,A,27.55069364,-82.34764236
7744,9668,A,38.19615846,-87.17000164,0.0,9668,A,38.19615846,-87.17000164
7745,9669,A,34.03911931,-83.86173269,0.0,9669,A,34.03911931,-83.86173269
7748,9672,A,36.15319412,-79.78271988,0.0,9672,A,36.15319412,-79.78271988
7750,9674,A,30.28496253,-95.42821647,0.0,9674,A,30.28496253,-95.42821647
7751,9675,A,42.68245057,-113.6391935,0.0,9675,A,42.68245057,-113.6391935
7758,9685,A,44.99629314,-93.04271006,0.0,9685,A,44.99629314,-93.04271006
7762,9690,A,33.08565985,-96.69396035,0.0,9690,A,33.08565985,-96.69396035
7768,9698,A,36.03658424,-78.47372146,0.0,9698,A,36.03658424,-78.47372146
7770,9700,A,37.98708059,-84.45960541,0.0,9700,A,37.98708059,-84.45960541
7772,9702,A,33.96953159,-83.91707141,0.0,9702,A,33.96953159,-83.91707141
7780,9712,A,38.70120462,-77.77208338,0.0,9712,A,38.70120462,-77.77208338
7783,9716,A,30.71823459,-88.17060581,0.0,9716,A,30.71823459,-88.17060581
7786,9720,A,30.4415461,-81.2956819,0.0,9720,A,30.4415461,-81.2956819
7789,9724,A,30.44097464,-97.79778036,0.0,9724,A,30.44097464,-97.79778036
7793,9729,A,28.01690169,-82.43195531,0.0,9729,A,28.01690169,-82.43195531
7794,9730,A,25.72087579,-80.13841521,0.0,9730,A,25.72087579,-80.13841521
7795,9731,A,26.86291405,-81.68096495,0.0,9731,A,26.86291405,-81.68096495
7796,9732,A,39.29813373,-82.38169177,0.0,9732,A,39.29813373,-82.38169177
7800,9736,A,25.74184226,-80.31966574,0.0,9736,A,25.74184226,-80.31966574
7806,9742,A,42.97604732,-87.95342068,0.0,9742,A,42.97604732,-87.95342068
7808,9745,A,32.9903914,-79.7376196,0.0,9745,A,32.9903914,-79.7376196
7810,9747,A,45.33162434,-93.01773236,0.0,9747,A,45.33162434,-93.01773236
7813,9751,A,43.15911692,-70.62074208,0.0,9751,A,43.15911692,-70.62074208
7815,9753,A,43.14819703,-87.89521197,0.0,9753,A,43.14819703,-87.89521197
7817,9755,A,36.19972258,-79.39433262,0.0,9755,A,36.19972258,-79.39433262
7821,9760,A,28.05157094,-82.37541806,0.0,9760,A,28.05157094,-82.37541806
7823,9762,A,34.21944412,-84.28101088,0.0,9762,A,34.21944412,-84.28101088
7824,9763,A,42.43659789,-71.04859611,0.0,9763,A,42.43659789,-71.04859611
7826,9765,A,36.60182343,-82.28165237,0.0,9765,A,36.60182343,-82.28165237
7830,9769,A,35.34010839,-78.62491161,0.0,9769,A,35.34010839,-78.62491161
7832,9771,A,35.12612696,-78.94223804,0.0,9771,A,35.12612696,-78.94223804
7834,9774,A,43.30127793,-75.92107117,0.0,9774,A,43.30127793,-75.92107117
7850,9799,A,39.32597966,-76.66203934,0.0,9799,A,39.32597966,-76.66203934
7854,9804,A,34.26352784,-80.67687716,0.0,9804,A,34.26352784,-80.67687716
7855,9805,A,34.19438002,-80.80356458,0.0,9805,A,34.19438002,-80.80356458
7857,9807,A,42.57407574,-70.93976171,0.0,9807,A,42.57407574,-70.93976171
7858,9808,A,40.87606093,-73.80652837,0.0,9808,A,40.87606093,-73.80652837
7859,9809,A,34.12735725,-83.98051175,0.0,9809,A,34.12735725,-83.98051175
7860,9810,A,42.43125531,-70.85021669,0.0,9810,A,42.43125531,-70.85021669
7862,9812,A,42.53241068,-70.71803932,0.0,9812,A,42.53241068,-70.71803932
7864,9816,A,36.22974921,-79.67360979,0.0,9816,A,36.22974921,-79.67360979
7865,9817,A,36.34918755,-79.56692525,0.0,9817,A,36.34918755,-79.56692525
7868,9821,A,35.98206773,-80.62399427,0.0,9821,A,35.98206773,-80.62399427
7869,9822,A,35.65755394,-87.08858126,0.0,9822,A,35.65755394,-87.08858126
7870,9823,A,36.0753931,-78.86706942,0.0,9823,A,36.0753931,-78.86706942
7871,9824,A,36.14511797,-78.81919503,0.0,9824,A,36.14511797,-78.81919503
7875,9832,A,42.98803579,-78.79119771,0.0,9832,A,42.98803579,-78.79119771
7876,9833,A,43.12547,-78.673093,0.0,9833,A,43.12547,-78.673093
7877,9834,A,43.07720217,-78.65589293,0.0,9834,A,43.07720217,-78.65589293
7878,9835,A,42.68449743,-74.35178537,0.0,9835,A,42.68449743,-74.35178537
7882,9839,A,37.45965899,-92.99650111,0.0,9839,A,37.45965899,-92.99650111
7883,9840,A,38.76497005,-90.24920695,0.0,9840,A,38.76497005,-90.24920695
7887,9844,A,44.99983147,-92.99841113,0.0,9844,A,44.99983147,-92.99841113
7889,9846,A,45.10421231,-92.96648419,0.0,9846,A,45.10421231,-92.96648419
7892,9849,A,43.50433628,-87.82203362,0.0,9849,A,43.50433628,-87.82203362
7895,9852,A,32.64727596,-81.79823354,0.0,9852,A,32.64727596,-81.79823354
7896,9854,A,45.14207727,-93.04873773,0.0,9854,A,45.14207727,-93.04873773
7897,9855,A,42.17337383,-88.02683827,0.0,9855,A,42.17337383,-88.02683827
7899,9857,A,38.29465478,-77.43791182,0.0,9857,A,38.29465478,-77.43791182
7900,9858,A,39.32341597,-76.57959403,0.0,9858,A,39.32341597,-76.57959403
7902,9860,A,34.20984521,-84.49258749,0.0,9860,A,34.20984521,-84.49258749
7908,9866,A,35.53078912,-97.32529778,0.0,9866,A,35.53078912,-97.32529778
7909,9867,A,35.53560048,-97.26713352,0.0,9867,A,35.53560048,-97.26713352
7910,9868,A,41.30728815,-95.97963385,0.0,9868,A,41.30728815,-95.97963385
7912,9870,A,39.02855033,-77.32151967,0.0,9870,A,39.02855033,-77.32151967
7917,9875,A,38.35772003,-85.43891897,0.0,9875,A,38.35772003,-85.43891897
7918,9876,A,37.16026536,-81.80248054,0.0,9876,A,37.16026536,-81.80248054
7920,9878,A,40.0351881,-88.6641959,0.0,9878,A,40.0351881,-88.6641959
7921,9879,A,29.53774979,-98.57547021,0.0,9879,A,29.53774979,-98.57547021
7922,9880,A,34.08982541,-117.1240876,0.0,9880,A,34.08982541,-117.1240876
7924,9882,A,31.98550095,-106.10836,0.0,9882,A,31.98550095,-106.10836
7925,9883,A,30.21363553,-81.56770217,0.0,9883,A,30.21363553,-81.56770217
7929,9889,A,45.1121226,-93.4434604,0.0,9889,A,45.1121226,-93.4434604
7930,9892,A,45.48762598,-93.06664432,0.0,9892,A,45.48762598,-93.06664432
7932,9894,A,37.39498475,-121.9491047,0.0,9894,A,37.39498475,-121.9491047
7934,9897,A,39.33743238,-77.10826775,0.0,9897,A,39.33743238,-77.10826775
7938,9902,A,29.7850517,-90.4819402,0.0,9902,A,29.7850517,-90.4819402
7942,9906,A,34.22270706,-83.74889794,0.0,9906,A,34.22270706,-83.74889794
7943,9907,A,34.16123817,-84.13169742,0.0,9907,A,34.16123817,-84.13169742
7945,9909,A,39.5981831,-76.1419979,0.0,9909,A,39.5981831,-76.1419979
7948,9912,A,38.51513925,-81.45735785,0.0,9912,A,38.51513925,-81.45735785
7950,9914,A,39.57366567,-75.60579333,0.0,9914,A,39.57366567,-75.60579333
7953,9922,A,40.7256578,-73.8734721,0.0,9922,A,40.7256578,-73.8734721
7954,9923,A,39.5972227,-74.571537,0.0,9923,A,39.5972227,-74.571537
7955,9924,A,33.65195014,-84.21282916,0.0,9924,A,33.65195014,-84.21282916
7960,9929,A,38.40792847,-85.52464783,0.0,9929,A,38.40792847,-85.52464783
7961,9930,A,38.40633273,-85.55671027,0.0,9930,A,38.40633273,-85.55671027
7962,9931,A,39.0487461,-90.5278024,0.0,9931,A,39.0487461,-90.5278024
7970,9941,A,41.09874698,-74.00535602,0.0,9941,A,41.09874698,-74.00535602
7975,9950,A,39.28542877,-77.38965723,0.0,9950,A,39.28542877,-77.38965723
7979,9954,A,43.17196426,-77.61323074,0.0,9954,A,43.17196426,-77.61323074
7980,9955,A,39.73924615,-76.80150682,0.0,9955,A,39.73924615,-76.80150682
7988,9964,A,44.73171707,-69.45094393,0.0,9964,A,44.73171707,-69.45094393
7989,9965,A,44.98611635,-69.13510675,0.0,9965,A,44.98611635,-69.13510675
7991,9967,A,36.23258851,-95.82708549,0.0,9967,A,36.23258851,-95.82708549
7994,9970,A,35.33706072,-106.4205883,0.0,9970,A,35.33706072,-106.4205883
7997,9974,A,36.21521304,-77.71192996,0.0,9974,A,36.21521304,-77.71192996
8000,9978,A,36.18572054,-115.0955035,0.0,9978,A,36.18572054,-115.0955035
8002,9981,A,34.09048384,-116.2531452,0.0,9981,A,34.09048384,-116.2531452
8005,9985,A,36.3971178,-86.5675762,0.0,9985,A,36.3971178,-86.5675762
8006,9986,A,31.85484096,-83.09581864,0.0,9986,A,31.85484096,-83.09581864
8008,9988,A,44.3926582,-74.0679807,0.0,9988,A,44.3926582,-74.0679807
8009,9989,A,39.94625841,-104.6585539,0.0,9989,A,39.94625841,-104.6585539
8011,9991,A,34.85475032,-86.40585158,0.0,9991,A,34.85475032,-86.40585158
8012,9992,A,39.13340872,-78.98005898,0.0,9992,A,39.13340872,-78.98005898
8013,9993,A,44.02380628,-70.20115752,0.0,9993,A,44.02380628,-70.20115752
8017,9998,A,35.2142558,-93.2303562,0.0,9998,A,35.2142558,-93.2303562
8018,9999,A,41.02711951,-74.12555649,0.0,9999,A,41.02711951,-74.12555649
8019,10000,A,43.01797702,-112.3259563,0.0,10000,A,43.01797702,-112.3259563
8020,10001,A,40.29156503,-88.27831027,0.0,10001,A,40.29156503,-88.27831027
8021,10002,A,29.46246428,-95.14407556,0.0,10002,A,29.46246428,-95.14407556
8024,10007,A,37.75946682,-97.39613318,0.0,10007,A,37.75946682,-97.39613318
8026,10010,A,25.86272801,-80.27476099,0.0,10010,A,25.86272801,-80.27476099
8028,10013,A,45.87527422,-93.88200418,0.0,10013,A,45.87527422,-93.88200418
8035,10020,A,41.00761508,-73.72130122,0.0,10020,A,41.00761508,-73.72130122
8036,10021,A,39.87115958,-75.42178542,0.0,10021,A,39.87115958,-75.42178542
8042,10029,A,31.8276401,-106.2004669,0.0,10029,A,31.8276401,-106.2004669
8045,10032,A,41.63769966,-96.03683624,0.0,10032,A,41.63769966,-96.03683624
8046,10033,A,41.8237205,-87.4965075,0.0,10033,A,41.8237205,-87.4965075
8051,10039,A,29.88493156,-95.15708869,0.0,10039,A,29.88493156,-95.15708869
8053,10041,A,25.97534658,-80.12536842,0.0,10041,A,25.97534658,-80.12536842
8057,10045,A,35.95845092,-119.0651021,0.0,10045,A,35.95845092,-119.0651021
8058,10046,A,28.83434682,-81.38077918,0.0,10046,A,28.83434682,-81.38077918
8060,10048,A,34.07277564,-80.97522336,0.0,10048,A,34.07277564,-80.97522336
8064,10053,A,33.843891,-117.115144,0.0,10053,A,33.843891,-117.115144
8065,10054,A,40.94751874,-73.75663126,0.0,10054,A,40.94751874,-73.75663126
8066,10056,A,40.16047595,-88.18236505,0.0,10056,A,40.16047595,-88.18236505
8075,10070,A,45.37969103,-122.596026,0.0,10070,A,45.37969103,-122.596026
8081,10077,A,36.74744622,-93.17083878,0.0,10077,A,36.74744622,-93.17083878
8087,10086,A,36.1394379,-79.7683241,0.0,10086,A,36.1394379,-79.7683241
8090,10090,A,37.96304908,-96.98610592,0.0,10090,A,37.96304908,-96.98610592
8092,10093,A,28.19534378,-82.30069012,0.0,10093,A,28.19534378,-82.30069012
8093,10094,A,41.87904767,-71.01377223,0.0,10094,A,41.87904767,-71.01377223
8095,10096,A,34.26860814,-118.2038509,0.0,10096,A,34.26860814,-118.2038509
8097,10099,A,40.9586042,-89.2852485,0.0,10099,A,40.9586042,-89.2852485
8109,10115,A,41.73747956,-81.34240344,0.0,10115,A,41.73747956,-81.34240344
8111,10117,A,36.545049,-97.7719934,0.0,10117,A,36.545049,-97.7719934
8115,10122,A,38.90710406,-120.7249789,0.0,10122,A,38.90710406,-120.7249789
8116,10123,A,36.08397378,-119.0090792,0.0,10123,A,36.08397378,-119.0090792
8117,10124,A,40.72724319,-74.13134821,0.0,10124,A,40.72724319,-74.13134821
8118,10125,A,40.32201717,-74.22421903,0.0,10125,A,40.32201717,-74.22421903
8126,10134,A,33.37498541,-111.9523506,0.0,10134,A,33.37498541,-111.9523506
8128,10138,A,45.18843567,-89.42634333,0.0,10138,A,45.18843567,-89.42634333
8129,10139,A,40.90456842,-74.05990758,0.0,10139,A,40.90456842,-74.05990758
8131,10141,A,36.42681938,-82.34011852,0.0,10141,A,36.42681938,-82.34011852
8132,10142,A,41.00949989,-97.43994911,0.0,10142,A,41.00949989,-97.43994911
8137,10148,A,36.59927673,-97.68060747,0.0,10148,A,36.59927673,-97.68060747
8139,10151,A,34.36785372,-117.3799883,0.0,10151,A,34.36785372,-117.3799883
8140,10152,A,35.9688951,-78.6660479,0.0,10152,A,35.9688951,-78.6660479
8146,10161,A,40.66412182,-79.67765318,0.0,10161,A,40.66412182,-79.67765318
8147,10162,A,32.9360848,-96.7494577,0.0,10162,A,32.9360848,-96.7494577
8148,10165,A,33.95333023,-118.1213088,0.0,10165,A,33.95333023,-118.1213088
8150,10167,A,35.0547164,-91.9305036,0.0,10167,A,35.0547164,-91.9305036
8163,10186,A,45.60850755,-122.8864435,0.0,10186,A,45.60850755,-122.8864435
8164,10187,A,30.09667166,-90.07974834,0.0,10187,A,30.09667166,-90.07974834
8170,10193,A,38.78671897,-77.54933903,0.0,10193,A,38.78671897,-77.54933903
8176,10199,A,43.62666672,-70.59270438,0.0,10199,A,43.62666672,-70.59270438
8180,10203,A,39.85477854,-88.92573746,0.0,10203,A,39.85477854,-88.92573746
8184,10207,A,37.14946326,-121.8434157,0.0,10207,A,37.14946326,-121.8434157
8188,10213,A,45.07394822,-92.61548048,0.0,10213,A,45.07394822,-92.61548048
8189,10214,A,34.21314495,-118.297531,0.0,10214,A,34.21314495,-118.297531
8190,10215,A,39.15724757,-94.39922443,0.0,10215,A,39.15724757,-94.39922443
8192,10217,A,40.76551216,-74.21488474,0.0,10217,A,40.76551216,-74.21488474
8196,10221,A,37.89934105,-121.6504344,0.0,10221,A,37.89934105,-121.6504344
8198,10226,A,35.5837463,-92.8696047,0.0,10226,A,35.5837463,-92.8696047
8201,10230,A,45.2504191,-92.9470179,0.0,10230,A,45.2504191,-92.9470179
8202,10231,A,30.1740925,-97.72973095,0.0,10231,A,30.1740925,-97.72973095
8205,10234,A,21.41038607,-157.735438,0.0,10234,A,21.41038607,-157.735438
8207,10236,A,34.03517959,-117.3136224,0.0,10236,A,34.03517959,-117.3136224
8209,10238,A,30.93176089,-97.50926151,0.0,10238,A,30.93176089,-97.50926151
8210,10239,A,40.54104492,-74.11792208,0.0,10239,A,40.54104492,-74.11792208
8211,10240,A,43.77561458,-116.0250961,0.0,10240,A,43.77561458,-116.0250961
8213,10243,A,33.74359711,-86.55187819,0.0,10243,A,33.74359711,-86.55187819
8220,10251,A,26.27155749,-98.08938531,0.0,10251,A,26.27155749,-98.08938531
8228,10261,A,38.49930468,-122.1273223,0.0,10261,A,38.49930468,-122.1273223
8233,10271,A,45.08711321,-93.29903479,0.0,10271,A,45.08711321,-93.29903479
8234,10272,A,46.04506932,-112.4492656,0.0,10272,A,46.04506932,-112.4492656
8238,10276,A,37.58613025,-86.19049375,0.0,10276,A,37.58613025,-86.19049375
8240,10278,A,42.71099709,-72.50204191,0.0,10278,A,42.71099709,-72.50204191
8241,10279,A,41.2137816,-73.6904844,0.0,10279,A,41.2137816,-73.6904844
8243,10281,A,47.86726681,-122.1355056,0.0,10281,A,47.86726681,-122.1355056
8245,10284,A,40.88798781,-73.84043919,0.0,10284,A,40.88798781,-73.84043919
8248,10288,A,33.12522987,-79.85375513,0.0,10288,A,33.12522987,-79.85375513
8252,10294,A,39.65089114,-76.36706986,0.0,10294,A,39.65089114,-76.36706986
8255,10297,A,29.7107132,-95.5100718,0.0,10297,A,29.7107132,-95.5100718
8259,10304,A,40.91318345,-73.71757655,0.0,10304,A,40.91318345,-73.71757655
8266,10315,A,35.0160437,-86.4857613,0.0,10315,A,35.0160437,-86.4857613
8268,10317,A,42.37905988,-85.10778312,0.0,10317,A,42.37905988,-85.10778312
8269,10318,A,45.7214553,-122.6702446,0.0,10318,A,45.7214553,-122.6702446
8271,10321,A,30.75234643,-88.02019157,0.0,10321,A,30.75234643,-88.02019157
8274,10325,A,32.74205577,-89.87367283,0.0,10325,A,32.74205577,-89.87367283
8277,10330,A,41.38112746,-111.8322382,0.0,10330,A,41.38112746,-111.8322382
8280,10335,A,36.30921413,-76.94658967,0.0,10335,A,36.30921413,-76.94658967
8285,10340,A,32.4806141,-110.7217649,0.0,10340,A,32.4806141,-110.7217649
8291,10349,A,33.56897675,-86.58347255,0.0,10349,A,33.56897675,-86.58347255
8292,10350,A,39.06258975,-76.77253355,0.0,10350,A,39.06258975,-76.77253355
8299,10359,A,38.93659318,-76.94135682,0.0,10359,A,38.93659318,-76.94135682
8301,10361,A,34.57909904,-117.32703,0.0,10361,A,34.57909904,-117.32703
8303,10364,A,36.99966397,-75.97587103,0.0,10364,A,36.99966397,-75.97587103
8306,10368,A,35.76892517,-78.74783483,0.0,10368,A,35.76892517,-78.74783483
8307,10369,A,36.06321038,-78.42562982,0.0,10369,A,36.06321038,-78.42562982
8308,10370,A,37.50411148,-92.99795192,0.0,10370,A,37.50411148,-92.99795192
8311,10373,A,35.16188428,-106.5537197,0.0,10373,A,35.16188428,-106.5537197
8312,10375,A,21.55497369,-157.6168018,0.0,10375,A,21.55497369,-157.6168018
8313,10376,A,42.58056065,-70.83431785,0.0,10376,A,42.58056065,-70.83431785
8314,10377,A,27.9403496,-97.2607522,0.0,10377,A,27.9403496,-97.2607522
8315,10378,A,40.69156533,-73.94266657,0.0,10378,A,40.69156533,-73.94266657
8318,10381,A,41.98964868,-87.35384532,0.0,10381,A,41.98964868,-87.35384532
8322,10386,A,32.75544961,-93.13558489,0.0,10386,A,32.75544961,-93.13558489
8329,10395,A,65.10944534,-147.5481795,0.0,10395,A,65.10944534,-147.5481795
8331,10398,A,41.97007636,-87.54467264,0.0,10398,A,41.97007636,-87.54467264
8333,10401,A,35.72661325,-79.16529905,0.0,10401,A,35.72661325,-79.16529905
8334,10402,A,35.92030573,-81.00258747,0.0,10402,A,35.92030573,-81.00258747
8335,10403,A,36.2303927,-80.0334494,0.0,10403,A,36.2303927,-80.0334494
8341,10410,A,35.36182676,-77.54365994,0.0,10410,A,35.36182676,-77.54365994
8344,10414,A,41.68065556,-73.17122097,0.0,10414,A,41.68065556,-73.17122097
8345,10415,A,36.90311565,-76.41881205,0.0,10415,A,36.90311565,-76.41881205
8346,10416,A,35.66476335,-97.31578165,0.0,10416,A,35.66476335,-97.31578165
8347,10417,A,36.30962949,-86.64573561,0.0,10417,A,36.30962949,-86.64573561
8350,10420,A,44.13718305,-121.2351154,0.0,10420,A,44.13718305,-121.2351154
8353,10425,A,30.54001637,-91.01415763,0.0,10425,A,30.54001637,-91.01415763
8354,10427,A,38.94498903,-76.97994167,0.0,10427,A,38.94498903,-76.97994167
8370,10450,A,31.70527973,-100.2344378,0.0,10450,A,31.70527973,-100.2344378
8373,10453,A,40.22024662,-86.00857338,0.0,10453,A,40.22024662,-86.00857338
8377,10458,A,60.54634975,-150.9953153,0.0,10458,A,60.54634975,-150.9953153
8383,10465,A,35.57454847,-80.53695853,0.0,10465,A,35.57454847,-80.53695853
8387,10476,A,40.44735482,-77.50370518,0.0,10476,A,40.44735482,-77.50370518
8388,10477,A,42.56246883,-83.30465507,0.0,10477,A,42.56246883,-83.30465507
8389,10478,A,36.09630342,-90.40055718,0.0,10478,A,36.09630342,-90.40055718
8392,10481,A,38.02394967,-83.98569373,0.0,10481,A,38.02394967,-83.98569373
8394,10484,A,30.21659839,-95.74855025,0.0,10484,A,30.21659839,-95.74855025
8395,10486,A,40.68210056,-73.69373024,0.0,10486,A,40.68210056,-73.69373024
8398,10490,A,61.48371356,-149.6219462,0.0,10490,A,61.48371356,-149.6219462
8401,10494,A,45.63136005,-122.7107935,0.0,10494,A,45.63136005,-122.7107935
8405,10499,A,36.30702391,-79.68766909,0.0,10499,A,36.30702391,-79.68766909
8406,10500,A,41.92902753,-87.80663647,0.0,10500,A,41.92902753,-87.80663647
8407,10502,A,38.8659404,-90.0386766,0.0,10502,A,38.8659404,-90.0386766
8410,10507,A,40.58907308,-74.00509142,0.0,10507,A,40.58907308,-74.00509142
8413,10510,A,42.83532337,-71.08247433,0.0,10510,A,42.83532337,-71.08247433
8414,10511,A,41.17529668,-73.94853432,0.0,10511,A,41.17529668,-73.94853432
8416,10513,A,41.36590035,-75.73269099,0.0,10513,A,41.36590035,-75.73269099
8418,10517,A,36.72294997,-80.39738633,0.0,10517,A,36.72294997,-80.39738633
8419,10518,A,36.13499919,-78.36618981,0.0,10518,A,36.13499919,-78.36618981
8420,10520,A,35.12003276,-78.34825724,0.0,10520,A,35.12003276,-78.34825724
8421,10522,A,33.72873435,-78.86428315,0.0,10522,A,33.72873435,-78.86428315
8426,10528,A,45.11521379,-93.08726721,0.0,10528,A,45.11521379,-93.08726721
8429,10531,A,41.87931436,-88.11923494,0.0,10531,A,41.87931436,-88.11923494
8433,10535,A,41.94858282,-87.63962218,0.0,10535,A,41.94858282,-87.63962218
8440,10545,A,32.74783509,-117.0498969,0.0,10545,A,32.74783509,-117.0498969
8443,10549,A,21.4651448,-157.7173092,0.0,10549,A,21.4651448,-157.7173092
8444,10551,A,40.83582271,-73.90934175,0.0,10551,A,40.83582271,-73.90934175
8447,10554,A,38.51961377,-85.53943023,0.0,10554,A,38.51961377,-85.53943023
8448,10555,A,39.11648134,-77.15229566,0.0,10555,A,39.11648134,-77.15229566
8449,10556,A,34.34932588,-77.78362712,0.0,10556,A,34.34932588,-77.78362712
